http://publications.europa.eu/resource/authority/access-right/PUBLIC,public
http://publications.europa.eu/resource/authority/access-right/RESTRICTED,restricted
http://publications.europa.eu/resource/authority/access-right/NON_PUBLIC,non-public
http://publications.europa.eu/resource/authority/access-right/SENSITIVE,sensitive
http://publications.europa.eu/resource/authority/access-right/OP_DATPRO,Provisional data
